,cardName,winnum,losenum
856711,时钟 晨曦,0,1
85680,临摹,2,2
85681,见证我！,2,2
85682,补水计划,2,2
85683,嗜血杀戮,2,2
85684,战术核武,2,2
85685,纯净水 浅浅,2,2
85686,修建阵地,2,2
85687,滋水,2,2
85688,飞砖,2,2
85689,爆裂药瓶,2,2
856810,风暴针刺,2,2
856811,胡乱抓挠,2,2
85690,临摹,1,0
85691,英勇祝福,1,0
85692,尖刺墙,1,0
85693,纸巾 缠缠,1,0
85694,时钟 晨曦,1,0
85695,羽毛球 拉丽,1,0
85696,剪刀 刺痛,1,0
85697,爆裂药瓶,1,0
85698,风暴针刺,1,0
85699,补水计划,1,0
856910,鼠标 点点,1,0
856911,盔甲 怀抱,1,0
85700,临摹,0,1
85701,引力炸弹,0,1
85702,鼠标 点点,0,1
85703,弹射锯片,0,1
85704,爆裂药瓶,0,1
85705,超电磁炮,0,1
85706,协力攻击,0,1
85707,海浪冲击,0,1
85708,刀 藏锋,0,1
85709,风暴针刺,0,1
857010,铅笔 追忆,0,1
857011,胡乱抓挠,0,1
85712,纸巾 缠缠,1,0
85713,茶壶 灵愈,1,0
85714,滋水,1,0
85715,补水计划,1,0
85716,纯净水 浅浅,1,0
85717,魅惑,1,0
85718,海浪冲击,1,0
85719,重新出发,1,0
857110,蓄力,1,0
857111,见证我！,1,0
85720,临摹,1,0
85721,裂地斩,1,0
85722,纸巾 缠缠,1,0
85723,茶壶 灵愈,1,0
85724,滋水,1,0
85725,补水计划,1,0
85726,纯净水 浅浅,1,0
85727,引力炸弹,1,0
85728,海浪冲击,1,0
85729,重新出发,1,0
857210,蓄力,1,0
857211,见证我！,1,0
85730,临摹,3,2
85731,裂地斩,3,2
85732,羽毛球 拉丽,3,2
85733,风暴针刺,3,2
85734,超电磁炮,3,2
85735,海浪冲击,3,2
85736,补水计划,3,2
85737,巨雷枪,3,2
85738,见证我！,3,2
85739,茶壶 灵愈,3,2
857310,引力炸弹,3,2
857311,爆米花 米莉,3,2
85740,临摹,0,1
85741,裂地斩,0,1
85742,羽毛球 拉丽,0,1
85743,胡乱抓挠,0,1
85744,超电磁炮,0,1
85745,海浪冲击,0,1
85746,补水计划,0,1
85747,巨雷枪,0,1
85748,牛奶 银河,0,1
85749,茶壶 灵愈,0,1
857410,引力炸弹,0,1
857411,爆米花 米莉,0,1
85750,临摹,3,1
85751,裂地斩,3,1
85752,羽毛球 拉丽,3,1
85753,胡乱抓挠,3,1
85754,超电磁炮,3,1
85755,海浪冲击,3,1
85756,补水计划,3,1
85757,巨雷枪,3,1
85758,牛奶 银河,3,1
85759,注射器 针妮,3,1
857510,引力炸弹,3,1
857511,爆米花 米莉,3,1
85760,临摹,0,1
85761,风暴针刺,0,1
85762,羽毛球 拉丽,0,1
85763,见证我！,0,1
85764,有丝分裂,0,1
85765,牙膏 露洁,0,1
85766,盔甲 怀抱,0,1
85767,巨雷枪,0,1
85768,电池 伏特,0,1
85769,超电磁炮,0,1
857610,补水计划,0,1
857611,鼠标 点点,0,1
85770,临摹,0,1
85771,风暴针刺,0,1
85772,绿汽水 浅浅,0,1
85773,有丝分裂,0,1
85774,鼠标 点点,0,1
85775,海浪冲击,0,1
85776,电池 焦耳,0,1
85777,羽毛球 拉丽,0,1
85778,红汽水 满满,0,1
85779,爆裂药瓶,0,1
857710,绿汽水 满满,0,1
857711,电扇 彩虹,0,1
85780,临摹,1,2
85781,风暴针刺,1,2
85782,绿汽水 浅浅,1,2
85783,有丝分裂,1,2
85784,鼠标 点点,1,2
85785,海浪冲击,1,2
85786,电池 焦耳,1,2
85787,羽毛球 拉丽,1,2
85788,红汽水 满满,1,2
85789,爆裂药瓶,1,2
857810,绿汽水 满满,1,2
857811,红汽水 浅浅,1,2
85790,临摹,1,1
85791,嗜血杀戮,1,1
85792,补水计划,1,1
85793,见证我！,1,1
85794,风暴针刺,1,1
85795,滋水,1,1
85796,爆裂药瓶,1,1
85797,蓄力,1,1
85798,纯净水 浅浅,1,1
85799,飞砖,1,1
857910,胡乱抓挠,1,1
857911,羽毛球 拉丽,1,1
85800,临摹,12,0
85801,嗜血杀戮,12,0
85802,补水计划,12,0
85803,见证我！,12,0
85804,风暴针刺,12,0
85805,滋水,12,0
85806,爆裂药瓶,12,0
85807,蓄力,12,0
85808,纯净水 浅浅,12,0
85809,飞砖,12,0
858010,重新出发,12,0
858011,羽毛球 拉丽,12,0
85812,补水计划,0,1
85813,风暴针刺,0,1
85814,见证我！,0,1
85815,弹射锯片,0,1
85816,爆裂药瓶,0,1
85817,蓄力,0,1
85818,巨雷枪,0,1
85819,飞砖,0,1
858110,羽毛球 拉丽,0,1
858111,重新出发,0,1
85820,临摹,0,1
85821,嗜血杀戮,0,1
85822,补水计划,0,1
85823,风暴针刺,0,1
85824,见证我！,0,1
85825,滋水,0,1
85826,爆裂药瓶,0,1
85827,蓄力,0,1
85828,纯净水 浅浅,0,1
85829,飞砖,0,1
858210,羽毛球 拉丽,0,1
858211,重新出发,0,1
85830,临摹,0,3
85831,嗜血杀戮,0,3
85832,尖刺墙,0,3
85833,摩托 赤狸,0,3
85834,羽毛球 拉丽,0,3
85835,引力炸弹,0,3
85836,超电磁炮,0,3
85837,胡乱抓挠,0,3
85838,海浪冲击,0,3
85839,鼠标 点点,0,3
858310,牛奶 银河,0,3
858311,风暴针刺,0,3
85840,临摹,0,1
85841,冰冻炸弹,0,1
85842,羽毛球 拉丽,0,1
85843,时钟 晨曦,0,1
85844,红汽水 满满,0,1
85845,超电磁炮,0,1
85846,海浪冲击,0,1
85847,爆裂药瓶,0,1
85848,啤酒瓶 破碎,0,1
85849,巨雷枪,0,1
858410,牛奶 银河,0,1
858411,自制手雷,0,1
85850,临摹,2,4
85851,人工降雨,2,4
85852,雷枪,2,4
85853,巨雷枪,2,4
85854,风暴针刺,2,4
85855,奋力滋水,2,4
85856,见证我！,2,4
85857,补水计划,2,4
85858,胡乱抓挠,2,4
85859,超电磁炮,2,4
858510,羽毛球 拉丽,2,4
858511,战术核武,2,4
85860,临摹,2,2
85861,滋水,2,2
85862,爆米花 米莉,2,2
85863,牙膏 露洁,2,2
85864,雨伞 守心,2,2
85865,羽毛球 拉丽,2,2
85866,电扇 彩虹,2,2
85867,铅笔 追忆,2,2
85868,鼠标 点点,2,2
85869,风暴针刺,2,2
858610,刀 百炼,2,2
858611,电吉他 和鸣,2,2
85870,临摹,2,0
85871,滋水,2,0
85872,爆裂药瓶,2,0
85873,战术核武,2,0
85874,补水计划,2,0
85875,盔甲 怀抱,2,0
85876,嗜血杀戮,2,0
85877,茶壶 灵愈,2,0
85878,胡乱抓挠,2,0
85879,冰冻炸弹,2,0
858710,风暴针刺,2,0
858711,重新出发,2,0
85880,临摹,1,1
85881,补水计划,1,1
85882,滋水,1,1
85883,重新出发,1,1
85884,羽毛球 拉丽,1,1
85885,电池 伏特,1,1
85886,风暴针刺,1,1
85887,巨雷枪,1,1
85888,纯净水 浅浅,1,1
85889,红汽水 浅浅,1,1
858810,绿汽水 浅浅,1,1
858811,纯净水 满满,1,1
85890,临摹,0,1
85891,巨雷枪,0,1
85892,超电磁炮,0,1
85893,变大！,0,1
85894,铅笔 追忆,0,1
85895,鼠标 点点,0,1
85896,纯净水 满满,0,1
85897,风暴针刺,0,1
85898,精准爆破,0,1
85899,羽毛球 拉丽,0,1
858910,胡乱抓挠,0,1
858911,红汽水 满满,0,1
85900,临摹,0,1
85901,飞砖,0,1
85902,羽毛球 拉丽,0,1
85903,铅笔 追忆,0,1
85904,电池 焦耳,0,1
85905,萨克斯 莉莉,0,1
85906,尖刺墙,0,1
85907,海浪冲击,0,1
85908,自行车 闪电,0,1
85909,摩托 赤狸,0,1
859010,剪刀 刺痛,0,1
859011,肥皂 滑滑,0,1
85912,羽毛球 拉丽,0,1
85913,铅笔 追忆,0,1
85914,牛奶 银河,0,1
85915,萨克斯 莉莉,0,1
85916,尖刺墙,0,1
85917,海浪冲击,0,1
85918,自行车 闪电,0,1
85919,摩托 赤狸,0,1
859110,剪刀 刺痛,0,1
859111,肥皂 滑滑,0,1
85920,临摹,0,1
85921,协力攻击,0,1
85922,时钟 晨曦,0,1
85923,电吉他 和鸣,0,1
85924,电池 焦耳,0,1
85925,羽毛球 拉丽,0,1
85926,电扇 彩虹,0,1
85927,爆裂药瓶,0,1
85928,鼠标 点点,0,1
85929,海浪冲击,0,1
859210,铅笔 追忆,0,1
859211,剪刀 刺痛,0,1
85930,临摹,1,3
85931,爆裂药瓶,1,3
85932,自制手雷,1,3
85933,引力炸弹,1,3
85934,羽毛球 拉丽,1,3
85935,投石支援,1,3
85936,风暴针刺,1,3
85937,胡乱抓挠,1,3
85938,盔甲 怀抱,1,3
85939,见证我！,1,3
859310,修建阵地,1,3
859311,补水计划,1,3
85940,临摹,2,0
85941,胡乱抓挠,2,0
85942,巨雷枪,2,0
85943,飞砖,2,0
85944,书 幻梦,2,0
85945,风暴针刺,2,0
85946,重新出发,2,0
85947,冰冻炸弹,2,0
85948,超电磁炮,2,0
85949,电池 焦耳,2,0
859410,羽毛球 拉丽,2,0
859411,爆裂药瓶,2,0
85950,临摹,0,1
85951,胡乱抓挠,0,1
85952,超电磁炮,0,1
85953,海浪冲击,0,1
85954,风暴针刺,0,1
85955,鼠标 点点,0,1
85956,橡皮 忘怀,0,1
85957,注射器 针妮,0,1
85958,羽毛球 拉丽,0,1
85959,爆米花 米莉,0,1
859510,引力炸弹,0,1
859511,铅笔 追忆,0,1
85960,临摹,0,1
85961,胡乱抓挠,0,1
85962,超电磁炮,0,1
85963,海浪冲击,0,1
85964,风暴针刺,0,1
85965,鼠标 点点,0,1
85966,红汽水 浅浅,0,1
85967,书 幻梦,0,1
85968,羽毛球 拉丽,0,1
85969,爆米花 米莉,0,1
859610,引力炸弹,0,1
859611,电池 欧姆,0,1
85970,临摹,0,1
85971,接力,0,1
85972,橡皮 忘怀,0,1
85973,牙膏 露洁,0,1
85974,补水计划,0,1
85975,超电磁炮,0,1
85976,引力炸弹,0,1
85977,羽毛球 拉丽,0,1
85978,剪刀 刺痛,0,1
85979,变大！,0,1
859710,英勇祝福,0,1
859711,蓄力,0,1
85980,临摹,0,1
85981,重新出发,0,1
85982,爆米花 米莉,0,1
85983,摩托 赤狸,0,1
85984,裂地斩,0,1
85985,纸巾 缠缠,0,1
85986,电扇 彩虹,0,1
85987,电池 欧姆,0,1
85988,超电磁炮,0,1
85989,剪刀 刺痛,0,1
859810,鼠标 点点,0,1
859811,爆裂药瓶,0,1
85990,临摹,7,2
85991,重新出发,7,2
85992,见证我！,7,2
85993,引导,7,2
85994,纯净水 浅浅,7,2
85995,嗜血杀戮,7,2
85996,摩托 赤狸,7,2
85997,羽毛球 拉丽,7,2
85998,海浪冲击,7,2
85999,引力炸弹,7,2
859910,补水计划,7,2
859911,精准引导,7,2
86000,临摹,2,0
86001,重新出发,2,0
86002,见证我！,2,0
86003,引导,2,0
86004,战术核武,2,0
86005,嗜血杀戮,2,0
86006,摩托 赤狸,2,0
86007,羽毛球 拉丽,2,0
86008,海浪冲击,2,0
86009,引力炸弹,2,0
860010,补水计划,2,0
860011,精准引导,2,0
86012,见证我！,4,3
86013,引导,4,3
86014,战术核武,4,3
86015,嗜血杀戮,4,3
86016,摩托 赤狸,4,3
86017,羽毛球 拉丽,4,3
86018,海浪冲击,4,3
86019,巨雷枪,4,3
860110,补水计划,4,3
860111,精准引导,4,3
86020,临摹,1,0
86021,超电磁炮,1,0
86022,留声机 回音,1,0
86023,时钟 晨曦,1,0
86024,铅笔 追忆,1,0
86025,电池 伏特,1,0
86026,鼠标 点点,1,0
86027,风暴针刺,1,0
86028,电吉他 和鸣,1,0
86029,羽毛球 拉丽,1,0
860210,胡乱抓挠,1,0
860211,引力炸弹,1,0
86030,临摹,0,2
86031,超电磁炮,0,2
86032,羽毛球 拉丽,0,2
86033,重新出发,0,2
86034,精准引导,0,2
86035,引力炸弹,0,2
86036,魅惑,0,2
86037,补水计划,0,2
86038,风暴针刺,0,2
86039,盔甲 怀抱,0,2
860310,牛奶 银河,0,2
860311,海浪冲击,0,2
86040,临摹,0,1
86041,超电磁炮,0,1
86042,巨雷枪,0,1
86043,巨兽陷阱,0,1
86044,人工降雨,0,1
86045,补水计划,0,1
86046,见证我！,0,1
86047,滋水,0,1
86048,飞砖,0,1
86049,奋力滋水,0,1
860410,雷枪,0,1
860411,冰冻炸弹,0,1
86050,临摹,2,2
86051,超电磁炮,2,2
86052,海浪冲击,2,2
86053,雨伞 守心,2,2
86054,电池 伏特,2,2
86055,铅笔 追忆,2,2
86056,鼠标 点点,2,2
86057,剪刀 刺痛,2,2
86058,电池 欧姆,2,2
86059,羽毛球 拉丽,2,2
860510,姨妈巾 玫瑰,2,2
860511,自行车 闪电,2,2
86060,临摹,1,2
86061,尖刺墙,1,2
86062,电池 欧姆,1,2
86063,摩托 赤狸,1,2
86064,电池 伏特,1,2
86065,羽毛球 拉丽,1,2
86066,魅惑,1,2
86067,海浪冲击,1,2
86068,全力滋水,1,2
86069,超电磁炮,1,2
860610,胡乱抓挠,1,2
860611,电扇 彩虹,1,2
86070,临摹,0,1
86071,海浪冲击,0,1
86072,铅笔 追忆,0,1
86073,电池 伏特,0,1
86074,鼠标 点点,0,1
86075,电吉他 和鸣,0,1
86076,重新出发,0,1
86077,电池 焦耳,0,1
86078,风暴针刺,0,1
86079,羽毛球 拉丽,0,1
860710,电池 欧姆,0,1
860711,萨克斯 莉莉,0,1
86080,临摹,6,1
86081,海浪冲击,6,1
86082,铅笔 追忆,6,1
86083,电池 伏特,6,1
86084,鼠标 点点,6,1
86085,引力炸弹,6,1
86086,重新出发,6,1
86087,电池 焦耳,6,1
86088,风暴针刺,6,1
86089,羽毛球 拉丽,6,1
860810,留声机 回音,6,1
860811,萨克斯 莉莉,6,1
86090,临摹,1,0
86091,海浪冲击,1,0
86092,铅笔 追忆,1,0
86093,电池 伏特,1,0
86094,鼠标 点点,1,0
86095,引力炸弹,1,0
86096,重新出发,1,0
86097,电池 焦耳,1,0
86098,风暴针刺,1,0
86099,羽毛球 拉丽,1,0
860910,电池 欧姆,1,0
860911,萨克斯 莉莉,1,0
86100,临摹,3,2
86101,海浪冲击,3,2
86102,铅笔 追忆,3,2
86103,精准引导,3,2
86104,鼠标 点点,3,2
86105,引力炸弹,3,2
86106,重新出发,3,2
86107,电池 焦耳,3,2
86108,风暴针刺,3,2
86109,羽毛球 拉丽,3,2
861010,留声机 回音,3,2
861011,萨克斯 莉莉,3,2
86112,魅惑,5,1
86113,补水计划,5,1
86114,精准引导,5,1
86115,见证我！,5,1
86116,重新出发,5,1
86117,书 幻梦,5,1
86118,风暴针刺,5,1
86119,羽毛球 拉丽,5,1
861110,留声机 回音,5,1
861111,胡乱抓挠,5,1
86120,临摹,1,0
86121,海浪冲击,1,0
86122,魅惑,1,0
86123,补水计划,1,0
86124,精准引导,1,0
86125,引力炸弹,1,0
86126,重新出发,1,0
86127,电池 焦耳,1,0
86128,风暴针刺,1,0
86129,羽毛球 拉丽,1,0
861210,留声机 回音,1,0
861211,萨克斯 莉莉,1,0
86130,临摹,11,2
86131,海浪冲击,11,2
86132,魅惑,11,2
86133,补水计划,11,2
86134,精准引导,11,2
86135,引力炸弹,11,2
86136,重新出发,11,2
86137,书 幻梦,11,2
86138,风暴针刺,11,2
86139,羽毛球 拉丽,11,2
861310,留声机 回音,11,2
861311,萨克斯 莉莉,11,2
86140,临摹,1,0
86141,海浪冲击,1,0
86142,魅惑,1,0
86143,战术核武,1,0
86144,精准引导,1,0
86145,引力炸弹,1,0
86146,重新出发,1,0
86147,电池 焦耳,1,0
86148,风暴针刺,1,0
86149,羽毛球 拉丽,1,0
861410,留声机 回音,1,0
861411,萨克斯 莉莉,1,0
86150,临摹,6,1
86151,海浪冲击,6,1
86152,引力炸弹,6,1
86153,巨雷枪,6,1
86154,茶壶 灵愈,6,1
86155,补水计划,6,1
86156,羽毛球 拉丽,6,1
86157,裂地斩,6,1
86158,见证我！,6,1
86159,纯净水 浅浅,6,1
861510,红汽水 浅浅,6,1
861511,风暴针刺,6,1
86160,临摹,0,1
86161,海浪冲击,0,1
86162,冰冻炸弹,0,1
86163,补水计划,0,1
86164,萨克斯 莉莉,0,1
86165,见证我！,0,1
86166,留声机 回音,0,1
86167,书 幻梦,0,1
86168,风暴针刺,0,1
86169,羽毛球 拉丽,0,1
861610,鼠标 点点,0,1
861611,胡乱抓挠,0,1
86170,临摹,1,1
86171,海浪冲击,1,1
86172,冰冻炸弹,1,1
86173,补水计划,1,1
86174,精准引导,1,1
86175,见证我！,1,1
86176,魅惑,1,1
86177,书 幻梦,1,1
86178,风暴针刺,1,1
86179,羽毛球 拉丽,1,1
861710,嗜血杀戮,1,1
861711,胡乱抓挠,1,1
86180,临摹,2,0
86181,海浪冲击,2,0
86182,冰冻炸弹,2,0
86183,补水计划,2,0
86184,精准引导,2,0
86185,见证我！,2,0
86186,重新出发,2,0
86187,书 幻梦,2,0
86188,风暴针刺,2,0
86189,羽毛球 拉丽,2,0
861810,留声机 回音,2,0
861811,胡乱抓挠,2,0
86190,临摹,4,5
86191,海浪冲击,4,5
86192,冰冻炸弹,4,5
86193,补水计划,4,5
86194,精准引导,4,5
86195,见证我！,4,5
86196,重新出发,4,5
86197,书 幻梦,4,5
86198,风暴针刺,4,5
86199,羽毛球 拉丽,4,5
861910,牛奶 银河,4,5
861911,胡乱抓挠,4,5
86200,超电磁炮,0,1
86201,雨伞 守心,0,1
86202,鼠标 点点,0,1
86203,见证我！,0,1
86204,飞砖,0,1
86205,电吉他 和鸣,0,1
86206,羽毛球 拉丽,0,1
86207,注射器 针妮,0,1
86208,剪刀 刺痛,0,1
86209,修建工事,0,1
862010,电池 欧姆,0,1
862011,爆裂药瓶,0,1
86212,鼠标 点点,0,1
86213,飞砖,0,1
86214,电吉他 和鸣,0,1
86215,羽毛球 拉丽,0,1
86216,见证我！,0,1
86217,奋力滋水,0,1
86218,茶壶 灵愈,0,1
86219,注射器 针妮,0,1
862110,剪刀 刺痛,0,1
862111,修建工事,0,1
86220,超电磁炮,1,0
86221,茶壶 灵愈,1,0
86222,鼠标 点点,1,0
86223,铅笔 追忆,1,0
86224,飞砖,1,0
86225,羽毛球 拉丽,1,0
86226,全力滋水,1,0
86227,剪刀 刺痛,1,0
86228,精准爆破,1,0
86229,海浪冲击,1,0
862210,爆裂药瓶,1,0
862211,引力炸弹,1,0
86230,超电磁炮,0,2
86231,电池 焦耳,0,2
86232,风暴针刺,0,2
86233,羽毛球 拉丽,0,2
86234,海浪冲击,0,2
86235,茶壶 灵愈,0,2
86236,盔甲 怀抱,0,2
86237,电吉他 和鸣,0,2
86238,爆米花 米莉,0,2
86239,雨伞 守心,0,2
862310,时钟 晨曦,0,2
862311,引力炸弹,0,2
86240,超电磁炮,1,0
86241,电池 焦耳,1,0
86242,风暴针刺,1,0
86243,羽毛球 拉丽,1,0
86244,海浪冲击,1,0
86245,茶壶 灵愈,1,0
86246,嗜血杀戮,1,0
86247,电吉他 和鸣,1,0
86248,爆米花 米莉,1,0
86249,雨伞 守心,1,0
862410,时钟 晨曦,1,0
862411,电池 欧姆,1,0
86250,超电磁炮,2,0
86251,铅笔 追忆,2,0
86252,鼠标 点点,2,0
86253,电池 伏特,2,0
86254,刀 百炼,2,0
86255,风暴针刺,2,0
86256,羽毛球 拉丽,2,0
86257,萨克斯 莉莉,2,0
86258,冰冻炸弹,2,0
86259,电池 欧姆,2,0
862510,爆裂药瓶,2,0
862511,电池 焦耳,2,0
86260,超电磁炮,1,1
86261,铅笔 追忆,1,1
86262,鼠标 点点,1,1
86263,电池 伏特,1,1
86264,自制手雷,1,1
86265,风暴针刺,1,1
86266,羽毛球 拉丽,1,1
86267,萨克斯 莉莉,1,1
86268,冰冻炸弹,1,1
86269,电池 欧姆,1,1
862610,爆裂药瓶,1,1
862611,电池 焦耳,1,1
86270,超电磁炮,0,2
86271,铅笔 追忆,0,2
86272,鼠标 点点,0,2
86273,电池 伏特,0,2
86274,自制手雷,0,2
86275,胡乱抓挠,0,2
86276,羽毛球 拉丽,0,2
86277,萨克斯 莉莉,0,2
86278,风暴针刺,0,2
86279,混乱补给,0,2
862710,爆裂药瓶,0,2
862711,电池 焦耳,0,2
86280,超电磁炮,0,1
86281,铅笔 追忆,0,1
86282,鼠标 点点,0,1
86283,电池 伏特,0,1
86284,自制手雷,0,1
86285,胡乱抓挠,0,1
86286,羽毛球 拉丽,0,1
86287,萨克斯 莉莉,0,1
86288,冰冻炸弹,0,1
86289,茶壶 灵愈,0,1
862810,爆裂药瓶,0,1
862811,电池 焦耳,0,1
86290,超电磁炮,1,1
86291,铅笔 追忆,1,1
86292,鼠标 点点,1,1
86293,电池 伏特,1,1
86294,全力滋水,1,1
86295,胡乱抓挠,1,1
86296,补水计划,1,1
86297,萨克斯 莉莉,1,1
86298,风暴针刺,1,1
86299,冰冻炸弹,1,1
862910,爆裂药瓶,1,1
862911,电池 焦耳,1,1
86300,超电磁炮,0,1
86301,铅笔 追忆,0,1
86302,鼠标 点点,0,1
86303,刀 藏锋,0,1
86304,刀 百炼,0,1
86305,风暴针刺,0,1
86306,羽毛球 拉丽,0,1
86307,萨克斯 莉莉,0,1
86308,自制手雷,0,1
86309,冰霜新星,0,1
863010,茶壶 灵愈,0,1
863011,电池 焦耳,0,1
86312,肥皂 滑滑,0,1
86313,鼠标 点点,0,1
86314,风暴针刺,0,1
86315,胡乱抓挠,0,1
86316,羽毛球 拉丽,0,1
86317,时钟 晨曦,0,1
86318,纯净水 浅浅,0,1
86319,红汽水 浅浅,0,1
863110,爆米花 米莉,0,1
863111,电吉他 和鸣,0,1
86320,超电磁炮,0,1
86321,铅笔 追忆,0,1
86322,风暴针刺,0,1
86323,羽毛球 拉丽,0,1
86324,爆裂药瓶,0,1
86325,茶壶 灵愈,0,1
86326,电池 伏特,0,1
86327,电吉他 和鸣,0,1
86328,爆米花 米莉,0,1
86329,纯净水 满满,0,1
863210,红汽水 浅浅,0,1
863211,绿汽水 满满,0,1
86330,超电磁炮,0,2
86331,牙膏 露洁,0,2
86332,巨雷枪,0,2
86333,鼠标 点点,0,2
86334,刀 百炼,0,2
86335,刀 藏锋,0,2
86336,风暴针刺,0,2
86337,铅笔 追忆,0,2
86338,投石支援,0,2
86339,电池 伏特,0,2
863310,茶壶 灵愈,0,2
863311,接力,0,2
86340,超电磁炮,1,1
86341,羽毛球 拉丽,1,1
86342,电池 欧姆,1,1
86343,巨雷枪,1,1
86344,鼠标 点点,1,1
86345,全力滋水,1,1
86346,注射器 针妮,1,1
86347,时钟 晨曦,1,1
86348,海浪冲击,1,1
86349,接力,1,1
863410,引力炸弹,1,1
863411,电吉他 和鸣,1,1
86350,超电磁炮,0,1
86351,鼠标 点点,0,1
86352,引力炸弹,0,1
86353,羽毛球 拉丽,0,1
86354,刀 百炼,0,1
86355,时钟 晨曦,0,1
86356,海浪冲击,0,1
86357,电池 焦耳,0,1
86358,肥皂 滑滑,0,1
86359,红汽水 满满,0,1
863510,红汽水 浅浅,0,1
863511,纯净水 满满,0,1
86360,超电磁炮,0,1
86361,鼠标 点点,0,1
86362,引力炸弹,0,1
86363,风暴针刺,0,1
86364,爆裂药瓶,0,1
86365,羽毛球 拉丽,0,1
86366,肥皂 滑滑,0,1
86367,胡乱抓挠,0,1
86368,姨妈巾 玫瑰,0,1
86369,自行车 闪电,0,1
863610,纯净水 满满,0,1
863611,刀 藏锋,0,1
86370,超电磁炮,0,1
86371,鼠标 点点,0,1
86372,飞砖,0,1
86373,电吉他 和鸣,0,1
86374,爆裂药瓶,0,1
86375,羽毛球 拉丽,0,1
86376,注射器 针妮,0,1
86377,剪刀 刺痛,0,1
86378,奋力滋水,0,1
86379,重新出发,0,1
863710,海浪冲击,0,1
863711,茶壶 灵愈,0,1
86380,超电磁炮,0,1
86381,鼠标 点点,0,1
86382,海浪冲击,0,1
86383,刀 藏锋,0,1
86384,刀 百炼,0,1
86385,风暴针刺,0,1
86386,全力滋水,0,1
86387,重新出发,0,1
86388,电吉他 和鸣,0,1
86389,羽毛球 拉丽,0,1
863810,雷枪,0,1
863811,雨伞 守心,0,1
86390,超电磁炮,0,2
86391,鼠标 点点,0,2
86392,海浪冲击,0,2
86393,刀 藏锋,0,2
86394,协力攻击,0,2
86395,风暴针刺,0,2
86396,全力滋水,0,2
86397,橡皮 忘怀,0,2
86398,铅笔 追忆,0,2
86399,羽毛球 拉丽,0,2
863910,引力炸弹,0,2
863911,雨伞 守心,0,2
86400,超电磁炮,0,1
86401,鼠标 点点,0,1
86402,海浪冲击,0,1
86403,刀 藏锋,0,1
86404,协力攻击,0,1
86405,风暴针刺,0,1
86406,全力滋水,0,1
86407,橡皮 忘怀,0,1
86408,铅笔 追忆,0,1
86409,羽毛球 拉丽,0,1
864010,引力炸弹,0,1
864011,爆裂药瓶,0,1
86412,铅笔 追忆,1,0
86413,自制手雷,1,0
86414,风暴针刺,1,0
86415,爆裂药瓶,1,0
86416,羽毛球 拉丽,1,0
86417,胡乱抓挠,1,0
86418,滋水,1,0
86419,萨克斯 莉莉,1,0
864110,红汽水 浅浅,1,0
864111,红汽水 满满,1,0
86420,超电磁炮,0,1
86421,刀 藏锋,0,1
86422,肥皂 滑滑,0,1
86423,鼠标 点点,0,1
86424,风暴针刺,0,1
86425,胡乱抓挠,0,1
86426,羽毛球 拉丽,0,1
86427,刀 百炼,0,1
86428,纯净水 浅浅,0,1
86429,红汽水 浅浅,0,1
864210,爆米花 米莉,0,1
864211,电吉他 和鸣,0,1
86430,超电磁炮,0,1
86431,煤油灯 流露,0,1
86432,风暴针刺,0,1
86433,羽毛球 拉丽,0,1
86434,胡乱抓挠,0,1
86435,摩托 赤狸,0,1
86436,引力炸弹,0,1
86437,蜡烛 热泪,0,1
86438,铅笔 追忆,0,1
86439,鼠标 点点,0,1
864310,海浪冲击,0,1
864311,电池 焦耳,0,1
86440,超电磁炮,1,0
86441,盔甲 怀抱,1,0
86442,羽毛球 拉丽,1,0
86443,雷枪,1,0
86444,茶壶 灵愈,1,0
86445,风暴针刺,1,0
86446,引力炸弹,1,0
86447,人工降雨,1,0
86448,巨雷枪,1,0
86449,重新出发,1,0
864410,海浪冲击,1,0
864411,爆裂药瓶,1,0
86450,超电磁炮,0,1
86451,盔甲 怀抱,0,1
86452,羽毛球 拉丽,0,1
86453,雷枪,0,1
86454,尖刺墙,0,1
86455,胡乱抓挠,0,1
86456,风暴针刺,0,1
86457,刀 藏锋,0,1
86458,刀 百炼,0,1
86459,自制手雷,0,1
864510,铅笔 追忆,0,1
864511,海浪冲击,0,1
86460,超电磁炮,0,1
86461,魅惑,0,1
86462,刀 百炼,0,1
86463,摩托 赤狸,0,1
86464,混乱补给,0,1
86465,胡乱抓挠,0,1
86466,刀 藏锋,0,1
86467,羽毛球 拉丽,0,1
86468,肥皂 滑滑,0,1
86469,协力攻击,0,1
864610,海浪冲击,0,1
864611,风暴针刺,0,1
86470,超电磁炮,2,0
86471,风暴针刺,2,0
86472,萨克斯 莉莉,2,0
86473,爆裂药瓶,2,0
86474,羽毛球 拉丽,2,0
86475,胡乱抓挠,2,0
86476,巨雷枪,2,0
86477,英勇祝福,2,0
86478,临摹,2,0
86479,纯净水 浅浅,2,0
864710,红汽水 浅浅,2,0
864711,摩托 赤狸,2,0
86480,超电磁炮,2,0
86481,风暴针刺,2,0
86482,萨克斯 莉莉,2,0
86483,爆裂药瓶,2,0
86484,羽毛球 拉丽,2,0
86485,胡乱抓挠,2,0
86486,巨雷枪,2,0
86487,英勇祝福,2,0
86488,临摹,2,0
86489,纯净水 浅浅,2,0
864810,红汽水 浅浅,2,0
864811,剪刀 刺痛,2,0
