cards,battlenum,winnum,losenum
"[""20025"",""20044"",""20031"",""20030"",""20048"",""20051"",""20017"",""20029"",""20043"",""20032"",""20049"",""20050""]",1,0,1
"[""20025"",""20046"",""20017"",""20019"",""20023"",""20029"",""10028"",""20040"",""10011"",""10031"",""20041"",""10019""]",1,0,1
"[""20025"",""20049"",""20031"",""20030"",""20048"",""10014"",""20036"",""20029"",""20043"",""20032"",""10045"",""20050""]",1,0,1
"[""20025"",""20050"",""20016"",""20014"",""10022"",""20034"",""20047"",""20027"",""20039"",""20045"",""10023"",""10015""]",2,0,2
"[""20026"",""10010"",""10027"",""20034"",""20014"",""10026"",""10019"",""20027"",""20044"",""20036"",""10028"",""20050""]",3,1,2
"[""20026"",""10010"",""20016"",""20034"",""20014"",""10015"",""20010"",""20043"",""20044"",""20036"",""10028"",""20050""]",1,0,1
"[""20026"",""10010"",""20016"",""20034"",""20014"",""10032"",""20010"",""20011"",""20044"",""20036"",""10028"",""20050""]",2,1,1
"[""20026"",""10010"",""20046"",""10028"",""20022"",""10035"",""20010"",""10025"",""20043"",""20038"",""20031"",""10023""]",1,0,1
"[""20026"",""10015"",""20033"",""10028"",""10014"",""10039"",""10036"",""20048"",""20035"",""10037"",""20030"",""10035""]",1,0,1
"[""20026"",""10015"",""20033"",""10028"",""10014"",""20017"",""20032"",""20048"",""20016"",""20031"",""20030"",""10035""]",2,1,1
"[""20026"",""10015"",""20033"",""10028"",""10014"",""20050"",""20032"",""20048"",""20016"",""20031"",""20030"",""10035""]",3,1,2
"[""20026"",""10015"",""20044"",""10034"",""10028"",""20048"",""20016"",""10012"",""20049"",""10041"",""10037"",""10038""]",10,5,5
"[""20026"",""10017"",""20040"",""10028"",""20022"",""10035"",""10037"",""20049"",""10030"",""20044"",""10041"",""10026""]",2,1,1
"[""20026"",""10017"",""20046"",""10028"",""20022"",""10035"",""10037"",""10025"",""10030"",""10013"",""20047"",""10023""]",3,2,1
"[""20026"",""10017"",""20046"",""10028"",""20022"",""10035"",""10037"",""10025"",""10030"",""10013"",""20047"",""20031""]",1,1,0
"[""20026"",""10017"",""20046"",""10028"",""20022"",""10035"",""10037"",""10025"",""10030"",""10033"",""20047"",""20031""]",1,0,1
"[""20026"",""10017"",""20046"",""10028"",""20022"",""10035"",""10037"",""10025"",""10030"",""20044"",""20047"",""10033""]",2,0,2
"[""20026"",""10017"",""20046"",""10028"",""20022"",""10035"",""10037"",""20049"",""10030"",""20044"",""10041"",""10026""]",1,1,0
"[""20026"",""10017"",""20046"",""10028"",""20022"",""10035"",""20010"",""10025"",""10030"",""10013"",""20047"",""10023""]",2,0,2
"[""20026"",""10019"",""10045"",""10030"",""10028"",""20034"",""10021"",""10042"",""20044"",""20050"",""20016"",""20011""]",2,1,1
"[""20026"",""10019"",""20046"",""20027"",""20018"",""10025"",""10028"",""10035"",""20031"",""20048"",""20014"",""20034""]",3,2,1
"[""20026"",""10019"",""20046"",""20027"",""20018"",""10025"",""10028"",""20011"",""20010"",""20048"",""20014"",""20034""]",1,1,0
"[""20026"",""10019"",""20046"",""20027"",""20022"",""10025"",""10028"",""10035"",""20031"",""20048"",""20014"",""20034""]",1,1,0
"[""20026"",""10021"",""20044"",""10034"",""10028"",""20048"",""20016"",""10030"",""20012"",""20036"",""10037"",""10038""]",3,1,2
"[""20026"",""10021"",""20044"",""10034"",""10028"",""20048"",""20016"",""10030"",""20012"",""20036"",""20034"",""10038""]",11,7,4
"[""20026"",""10025"",""20043"",""20034"",""10030"",""10045"",""10014"",""20014"",""10028"",""20036"",""20016"",""10023""]",2,1,1
"[""20026"",""10025"",""20043"",""20046"",""20050"",""10045"",""10014"",""20014"",""10028"",""20036"",""20016"",""10023""]",2,1,1
"[""20026"",""10027"",""20047"",""10028"",""10030"",""20050"",""20036"",""20048"",""10021"",""20034"",""10042"",""10025""]",2,0,2
"[""20026"",""10028"",""10010"",""20036"",""10030"",""10021"",""20034"",""20028"",""10035"",""10024"",""10036"",""20043""]",1,1,0
"[""20026"",""10028"",""10010"",""20036"",""10030"",""10021"",""20034"",""20037"",""10035"",""10024"",""10036"",""20043""]",1,1,0
"[""20026"",""10028"",""10025"",""10035"",""20031"",""20022"",""20046"",""10010"",""20012"",""20016"",""20050"",""10019""]",4,2,2
"[""20026"",""10028"",""10030"",""20016"",""10010"",""10032"",""10041"",""20042"",""10035"",""20031"",""10021"",""10037""]",1,0,1
"[""20026"",""10028"",""10030"",""20016"",""10010"",""20022"",""10041"",""20048"",""10035"",""20031"",""10027"",""10037""]",2,2,0
"[""20026"",""10028"",""10035"",""20025"",""10037"",""10041"",""10010"",""10032"",""20043"",""20050"",""20049"",""20051""]",1,1,0
"[""20026"",""10028"",""10035"",""20031"",""10037"",""10010"",""10026"",""10032"",""10041"",""10036"",""20049"",""20051""]",1,0,1
"[""20026"",""10028"",""20014"",""20016"",""10015"",""10030"",""10021"",""10031"",""20050"",""20034"",""20011"",""10019""]",7,6,1
"[""20026"",""10028"",""20014"",""20016"",""10015"",""10030"",""10021"",""10031"",""20050"",""20034"",""20024"",""10019""]",5,3,2
"[""20026"",""10028"",""20014"",""20016"",""20036"",""20043"",""20051"",""20025"",""20050"",""20034"",""20024"",""10019""]",5,4,1
"[""20026"",""10028"",""20014"",""20016"",""20047"",""20043"",""20051"",""20025"",""20050"",""20034"",""20024"",""10019""]",1,1,0
"[""20026"",""10028"",""20037"",""10042"",""10039"",""10016"",""10032"",""10025"",""10021"",""20046"",""20016"",""10030""]",1,1,0
"[""20026"",""10028"",""20043"",""10042"",""10034"",""10016"",""10032"",""10025"",""10021"",""20046"",""20016"",""10030""]",1,0,1
"[""20026"",""10028"",""20043"",""10042"",""20050"",""10016"",""10018"",""10025"",""10021"",""10032"",""20016"",""10030""]",2,1,1
"[""20026"",""10029"",""10035"",""10018"",""20049"",""20044"",""10041"",""10012"",""20016"",""10025"",""20050"",""20012""]",1,0,1
"[""20026"",""10030"",""10015"",""20016"",""10012"",""10028"",""10013"",""20041"",""20043"",""20037"",""20050"",""10019""]",1,0,1
"[""20026"",""10030"",""10015"",""20016"",""10012"",""10028"",""10013"",""20044"",""20043"",""20037"",""20050"",""10019""]",1,1,0
"[""20026"",""10030"",""10018"",""20048"",""20016"",""10044"",""10015"",""10028"",""20047"",""20049"",""10041"",""10032""]",2,2,0
"[""20026"",""10030"",""10018"",""20048"",""20016"",""10044"",""10045"",""10028"",""20047"",""20049"",""10041"",""10032""]",8,6,2
"[""20026"",""10030"",""10019"",""20042"",""20048"",""20015"",""10028"",""10017"",""20049"",""10042"",""10043"",""20028""]",1,0,1
"[""20026"",""10030"",""10021"",""20050"",""20048"",""20044"",""10028"",""20010"",""10033"",""20046"",""10031"",""10017""]",3,1,2
"[""20026"",""10030"",""10036"",""20044"",""10037"",""10045"",""10028"",""10011"",""10014"",""10017"",""20031"",""10035""]",1,0,1
"[""20026"",""10030"",""10036"",""20044"",""10037"",""10045"",""10028"",""10011"",""10020"",""10015"",""20031"",""10035""]",1,0,1
"[""20026"",""10030"",""10036"",""20044"",""10037"",""10045"",""10028"",""10027"",""20030"",""10017"",""20031"",""10035""]",1,0,1
"[""20026"",""10030"",""10046"",""20050"",""20048"",""20044"",""10028"",""20010"",""10033"",""20046"",""10036"",""10037""]",1,1,0
"[""20026"",""10030"",""10046"",""20050"",""20048"",""20044"",""10028"",""20010"",""10033"",""20046"",""20042"",""10017""]",1,1,0
"[""20026"",""10030"",""20043"",""10028"",""10038"",""10017"",""10041"",""10039"",""10037"",""10021"",""10035"",""10034""]",4,2,2
"[""20026"",""10030"",""20048"",""20044"",""10037"",""10045"",""10028"",""20050"",""10021"",""10015"",""20031"",""10035""]",2,0,2
"[""20026"",""10030"",""20048"",""20044"",""10037"",""10045"",""10028"",""20050"",""20012"",""10015"",""20031"",""10035""]",1,0,1
"[""20026"",""10030"",""20050"",""20044"",""10037"",""10034"",""10028"",""20049"",""10012"",""10017"",""20031"",""10035""]",1,0,1
"[""20026"",""10030"",""20050"",""20044"",""10037"",""10034"",""10028"",""20049"",""20043"",""10017"",""20031"",""10035""]",1,1,0
"[""20026"",""10030"",""20050"",""20044"",""10044"",""10034"",""10028"",""20049"",""10012"",""10017"",""20031"",""10035""]",3,3,0
"[""20026"",""10032"",""10026"",""20046"",""20036"",""20034"",""20044"",""20028"",""10045"",""20043"",""20048"",""20050""]",4,2,2
"[""20026"",""10032"",""10026"",""20046"",""20036"",""20034"",""20044"",""20028"",""20037"",""20043"",""20048"",""20050""]",1,1,0
"[""20026"",""10035"",""20031"",""10037"",""10019"",""20010"",""10017"",""20048"",""10030"",""10028"",""10038"",""10021""]",2,0,2
"[""20026"",""10035"",""20031"",""10037"",""10041"",""20010"",""10017"",""20048"",""10031"",""10028"",""10038"",""10021""]",2,0,2
"[""20026"",""10036"",""10039"",""20043"",""10028"",""10038"",""20016"",""20044"",""20048"",""10018"",""10021"",""10010""]",1,0,1
"[""20026"",""10042"",""10043"",""10021"",""10030"",""10015"",""20050"",""10028"",""20016"",""20044"",""20024"",""20049""]",1,0,1
"[""20026"",""10043"",""10010"",""20043"",""20042"",""20010"",""20051"",""10018"",""10028"",""10019"",""20016"",""10030""]",1,0,1
"[""20026"",""10045"",""10027"",""10034"",""10028"",""20048"",""20016"",""10012"",""20049"",""10041"",""10037"",""10038""]",1,0,1
"[""20026"",""10045"",""10027"",""20034"",""10014"",""10026"",""20016"",""20048"",""20044"",""20042"",""20027"",""20050""]",1,0,1
"[""20026"",""10045"",""10027"",""20034"",""20014"",""10026"",""20016"",""20027"",""20044"",""20036"",""20043"",""20050""]",1,0,1
"[""20026"",""20011"",""10041"",""10043"",""20048"",""10030"",""10021"",""10032"",""10040"",""10028"",""20044"",""20042""]",1,0,1
"[""20026"",""20012"",""20043"",""10028"",""10014"",""10039"",""10036"",""10026"",""10010"",""10037"",""10032"",""10035""]",4,2,2
"[""20026"",""20014"",""20034"",""10010"",""20044"",""20050"",""10028"",""20039"",""10026"",""20036"",""20024"",""10016""]",1,0,1
"[""20026"",""20014"",""20034"",""10013"",""20044"",""20050"",""10014"",""20039"",""20046"",""20036"",""10028"",""10015""]",5,4,1
"[""20026"",""20014"",""20034"",""10013"",""20044"",""20050"",""10014"",""20039"",""20046"",""20036"",""20024"",""10011""]",2,1,1
"[""20026"",""20014"",""20034"",""10028"",""20044"",""20050"",""20010"",""20039"",""20047"",""20036"",""20024"",""10026""]",1,0,1
"[""20026"",""20014"",""20034"",""10028"",""20044"",""20050"",""20015"",""20039"",""20047"",""20036"",""20024"",""10011""]",5,3,2
"[""20026"",""20014"",""20034"",""20022"",""20044"",""20047"",""10028"",""20039"",""10026"",""20036"",""20024"",""10016""]",17,11,6
"[""20026"",""20014"",""20034"",""20024"",""10019"",""20050"",""10014"",""10015"",""20046"",""20036"",""10028"",""10013""]",4,2,2
"[""20026"",""20030"",""10028"",""10020"",""10035"",""10037"",""10041"",""10030"",""20050"",""10021"",""20032"",""10039""]",1,0,1
"[""20026"",""20031"",""20017"",""20030"",""10035"",""10037"",""10028"",""20028"",""20044"",""20025"",""20051"",""10013""]",1,0,1
"[""20026"",""20031"",""20017"",""20030"",""10035"",""10037"",""10028"",""20028"",""20044"",""20025"",""20051"",""20020""]",3,1,2
"[""20026"",""20034"",""20036"",""10035"",""20022"",""20031"",""20030"",""20012"",""20041"",""20044"",""20048"",""10019""]",5,4,1
"[""20026"",""20034"",""20036"",""20016"",""10026"",""20031"",""20030"",""20012"",""20041"",""20044"",""20048"",""10029""]",1,0,1
"[""20026"",""20036"",""10027"",""10035"",""20022"",""10026"",""10032"",""20027"",""20047"",""10025"",""20044"",""20028""]",1,0,1
"[""20026"",""20036"",""20031"",""20046"",""10035"",""10028"",""20043"",""20044"",""10024"",""20050"",""10019"",""10025""]",1,1,0
"[""20026"",""20036"",""20031"",""20046"",""20034"",""10028"",""20043"",""20044"",""10024"",""20050"",""10019"",""10025""]",4,2,2
"[""20026"",""20036"",""20031"",""20046"",""20034"",""10028"",""20043"",""20044"",""10024"",""20050"",""20014"",""10025""]",6,3,3
"[""20026"",""20036"",""20031"",""20046"",""20034"",""10028"",""20043"",""20044"",""10024"",""20050"",""20024"",""10025""]",8,6,2
"[""20026"",""20038"",""10010"",""10013"",""10039"",""10028"",""10017"",""10034"",""10030"",""20048"",""20050"",""10018""]",1,1,0
"[""20026"",""20038"",""20046"",""10028"",""20022"",""10035"",""20010"",""10025"",""20043"",""10023"",""10030"",""10013""]",1,0,1
"[""20026"",""20038"",""20046"",""10028"",""20022"",""10035"",""20010"",""10025"",""20043"",""10023"",""10045"",""10013""]",1,1,0
"[""20026"",""20043"",""20024"",""10011"",""20039"",""20036"",""20034"",""20037"",""10028"",""10021"",""20014"",""20046""]",1,0,1
"[""20026"",""20043"",""20024"",""10011"",""20039"",""20036"",""20034"",""20037"",""10028"",""10021"",""20014"",""20051""]",1,0,1
"[""20026"",""20044"",""10028"",""20048"",""10043"",""10010"",""10035"",""10037"",""10030"",""10021"",""20050"",""20016""]",1,1,0
"[""20026"",""20044"",""20033"",""20032"",""20047"",""20016"",""20018"",""10045"",""20010"",""10033"",""10013"",""20030""]",1,0,1
"[""20026"",""20044"",""20043"",""10028"",""10014"",""10039"",""10036"",""10026"",""10010"",""10037"",""10032"",""10035""]",1,1,0
"[""20026"",""20044"",""20048"",""20050"",""20019"",""20017"",""10037"",""10012"",""10017"",""10028"",""10031"",""10042""]",1,0,1
"[""20026"",""20047"",""10021"",""10042"",""10043"",""10044"",""20016"",""20048"",""10033"",""20042"",""10013"",""20050""]",1,0,1
"[""20026"",""20047"",""20046"",""20027"",""20016"",""20011"",""10028"",""20039"",""20036"",""10035"",""20014"",""20034""]",1,0,1
"[""20026"",""20047"",""20046"",""20027"",""20018"",""10025"",""10028"",""10027"",""20036"",""20021"",""20014"",""20034""]",1,0,1
"[""20026"",""20047"",""20046"",""20027"",""20018"",""10025"",""10028"",""20022"",""20036"",""10035"",""20014"",""20034""]",5,4,1
"[""20026"",""20047"",""20046"",""20027"",""20018"",""10025"",""10028"",""20039"",""20036"",""10035"",""20014"",""20034""]",11,4,7
"[""20026"",""20047"",""20046"",""20027"",""20024"",""20011"",""10028"",""20039"",""20036"",""10035"",""20014"",""20034""]",1,1,0
"[""20026"",""20048"",""20050"",""10030"",""20016"",""10042"",""10028"",""20044"",""20049"",""10017"",""20018"",""20013""]",1,0,1
"[""20026"",""20049"",""10028"",""10023"",""10030"",""10020"",""10035"",""10037"",""10039"",""20017"",""20051"",""10038""]",1,1,0
"[""20026"",""20049"",""10028"",""20048"",""10030"",""10020"",""10035"",""10037"",""10039"",""20017"",""20051"",""10038""]",1,1,0
"[""20026"",""20049"",""20014"",""10017"",""10034"",""20050"",""20034"",""20036"",""10028"",""20016"",""10014"",""20013""]",2,0,2
"[""20026"",""20049"",""20014"",""10017"",""10034"",""20050"",""20034"",""20036"",""10028"",""20016"",""20051"",""20013""]",4,3,1
"[""20026"",""20050"",""20044"",""10028"",""20047"",""20049"",""20010"",""10035"",""10037"",""10039"",""10036"",""10032""]",1,0,1
"[""20026"",""20050"",""20048"",""10030"",""20044"",""20010"",""10019"",""20042"",""10028"",""10021"",""10025"",""20040""]",2,0,2
"[""20026"",""20050"",""20048"",""10030"",""20044"",""20010"",""20017"",""20042"",""10028"",""10021"",""10025"",""20040""]",1,0,1
"[""20026"",""20050"",""20048"",""20044"",""10028"",""10031"",""10035"",""10037"",""10041"",""10010"",""20038"",""20031""]",1,1,0
"[""20027"",""10010"",""20012"",""10026"",""10021"",""20016"",""20044"",""10028"",""20050"",""20042"",""10030"",""20026""]",2,2,0
"[""20027"",""10012"",""10026"",""10016"",""10017"",""20021"",""20011"",""10019"",""20016"",""20018"",""10013"",""10028""]",1,0,1
"[""20027"",""10012"",""10026"",""10016"",""10017"",""20021"",""20011"",""10019"",""20016"",""20018"",""10013"",""20050""]",7,3,4
"[""20027"",""10013"",""20018"",""10019"",""20011"",""20024"",""20050"",""10012"",""10025"",""10028"",""10014"",""20016""]",1,0,1
"[""20027"",""10013"",""20018"",""10019"",""20011"",""20024"",""20050"",""20021"",""10025"",""10028"",""10014"",""20016""]",1,0,1
"[""20027"",""10013"",""20018"",""10019"",""20011"",""20024"",""20050"",""20047"",""10025"",""10028"",""10014"",""20016""]",1,0,1
"[""20027"",""10025"",""10017"",""20011"",""20016"",""20021"",""10024"",""20019"",""10019"",""10045"",""10027"",""20036""]",1,0,1
"[""20027"",""10025"",""20029"",""20048"",""20050"",""20026"",""20044"",""10045"",""20033"",""10019"",""20042"",""10028""]",1,0,1
"[""20027"",""10028"",""10015"",""20048"",""20026"",""10042"",""20016"",""20050"",""20044"",""10021"",""20042"",""10030""]",2,1,1
"[""20027"",""10030"",""10038"",""10015"",""10021"",""10041"",""10012"",""10028"",""20028"",""20026"",""20048"",""10042""]",1,0,1
"[""20027"",""10033"",""20016"",""20021"",""10028"",""10045"",""20044"",""20036"",""20026"",""20028"",""20024"",""10027""]",2,1,1
"[""20027"",""10035"",""10037"",""10010"",""10041"",""10026"",""20016"",""20019"",""20044"",""20042"",""20049"",""20050""]",1,0,1
"[""20027"",""10035"",""10037"",""20011"",""10041"",""10012"",""20016"",""20018"",""10045"",""20042"",""10032"",""10026""]",2,0,2
"[""20027"",""10044"",""20041"",""20026"",""20051"",""20043"",""10034"",""10031"",""20014"",""20013"",""20023"",""20049""]",1,0,1
"[""20027"",""20010"",""20011"",""20043"",""20021"",""20044"",""20036"",""10045"",""10027"",""20016"",""20039"",""10034""]",1,1,0
"[""20027"",""20011"",""10027"",""10010"",""20043"",""10026"",""20016"",""10020"",""20044"",""20042"",""20024"",""20050""]",1,0,1
"[""20027"",""20011"",""10027"",""10010"",""20043"",""10026"",""20016"",""10020"",""20044"",""20042"",""20049"",""20050""]",1,0,1
"[""20027"",""20012"",""20021"",""20016"",""20014"",""20036"",""20034"",""20039"",""10045"",""20011"",""20018"",""10026""]",1,1,0
"[""20027"",""20012"",""20021"",""20016"",""20037"",""20036"",""10027"",""20039"",""10045"",""20011"",""20018"",""10026""]",2,1,1
"[""20027"",""20012"",""20021"",""20016"",""20037"",""20036"",""10027"",""20039"",""10045"",""20011"",""20018"",""10034""]",1,0,1
"[""20027"",""20012"",""20047"",""10016"",""10028"",""20044"",""20034"",""20050"",""10042"",""10030"",""20026"",""10023""]",1,1,0
"[""20027"",""20015"",""20022"",""20019"",""20018"",""10029"",""20049"",""20025"",""20023"",""20030"",""20048"",""20044""]",1,0,1
"[""20027"",""20016"",""10027"",""20011"",""10035"",""20031"",""20046"",""10026"",""20038"",""20036"",""20037"",""20044""]",2,1,1
"[""20027"",""20018"",""10028"",""20036"",""20048"",""20044"",""10021"",""20026"",""20034"",""20016"",""20021"",""10027""]",7,4,3
"[""20027"",""20018"",""20011"",""20021"",""20037"",""10027"",""20036"",""10045"",""20016"",""10028"",""10013"",""20010""]",2,1,1
"[""20027"",""20018"",""20011"",""20041"",""20021"",""20044"",""20036"",""10019"",""20048"",""20016"",""10012"",""10034""]",2,1,1
"[""20027"",""20018"",""20011"",""20043"",""20021"",""20044"",""20036"",""20046"",""10027"",""20016"",""10012"",""10034""]",1,0,1
"[""20027"",""20024"",""20019"",""20011"",""20016"",""20050"",""20034"",""20014"",""10027"",""20036"",""20026"",""20049""]",2,1,1
"[""20027"",""20025"",""20049"",""20021"",""20050"",""20036"",""20039"",""20026"",""20034"",""20014"",""10028"",""10032""]",1,0,1
"[""20027"",""20025"",""20049"",""20021"",""20050"",""20036"",""20039"",""20026"",""20034"",""20014"",""10028"",""20042""]",1,1,0
"[""20027"",""20032"",""20049"",""20015"",""10017"",""10028"",""20050"",""20048"",""20016"",""20043"",""20036"",""10026""]",1,1,0
"[""20027"",""20043"",""10026"",""10018"",""10028"",""20050"",""20026"",""20044"",""20025"",""20014"",""10010"",""20034""]",1,0,1
"[""20027"",""20043"",""20013"",""10018"",""10028"",""20050"",""20026"",""20044"",""10045"",""20014"",""20051"",""20034""]",1,0,1
"[""20027"",""20043"",""20024"",""10018"",""10028"",""20050"",""20026"",""20044"",""20025"",""20014"",""10010"",""20034""]",2,0,2
"[""20027"",""20043"",""20046"",""10018"",""10028"",""20050"",""20026"",""20044"",""20025"",""20014"",""10010"",""20034""]",1,0,1
"[""20027"",""20043"",""20046"",""20051"",""10028"",""20050"",""20026"",""20044"",""20024"",""20014"",""10010"",""20034""]",1,0,1
"[""20027"",""20043"",""20051"",""10018"",""10028"",""20050"",""20026"",""20044"",""20025"",""20014"",""10010"",""20034""]",22,11,11
"[""20027"",""20044"",""20050"",""20016"",""20034"",""10011"",""10014"",""20046"",""20024"",""10026"",""10010"",""10028""]",1,0,1
"[""20027"",""20045"",""20047"",""10016"",""10028"",""20044"",""20048"",""20050"",""10042"",""10030"",""20026"",""10023""]",1,0,1
"[""20027"",""20047"",""20014"",""20034"",""20022"",""20046"",""20015"",""10020"",""20050"",""20035"",""20016"",""20036""]",1,0,1
"[""20027"",""20047"",""20014"",""20034"",""20039"",""20050"",""10019"",""20032"",""20033"",""20030"",""20048"",""20036""]",1,0,1
"[""20027"",""20049"",""10034"",""20029"",""20050"",""20043"",""20026"",""20036"",""10027"",""10045"",""20034"",""20016""]",1,0,1
"[""20027"",""20050"",""20016"",""10026"",""20046"",""10016"",""10028"",""10027"",""20034"",""20041"",""20023"",""10041""]",2,0,2
"[""20027"",""20050"",""20036"",""10026"",""20046"",""10016"",""10028"",""10027"",""20034"",""10045"",""10014"",""10041""]",1,1,0
"[""20028"",""10011"",""20034"",""10028"",""20044"",""20043"",""20014"",""20026"",""20036"",""10024"",""20047"",""20024""]",17,13,4
"[""20028"",""10030"",""20010"",""20046"",""10010"",""20036"",""10023"",""20034"",""20022"",""10015"",""10028"",""10035""]",3,1,2
"[""20028"",""10046"",""10044"",""10030"",""20032"",""20015"",""20043"",""20026"",""20044"",""20048"",""20029"",""20050""]",1,0,1
"[""20028"",""20011"",""20037"",""20016"",""20018"",""10028"",""10012"",""20026"",""20038"",""10027"",""20036"",""20021""]",1,0,1
"[""20028"",""20011"",""20037"",""20016"",""20018"",""10028"",""10012"",""20026"",""20038"",""20020"",""20036"",""20021""]",3,2,1
"[""20028"",""20011"",""20037"",""20016"",""20018"",""10028"",""10012"",""20026"",""20038"",""20020"",""20036"",""20027""]",2,1,1
"[""20028"",""20024"",""20046"",""10010"",""10014"",""10026"",""20050"",""20027"",""20044"",""20016"",""10027"",""10025""]",13,10,3
"[""20028"",""20024"",""20046"",""10010"",""10014"",""10026"",""20050"",""20027"",""20044"",""20016"",""20022"",""10025""]",3,0,3
"[""20028"",""20024"",""20046"",""20022"",""10014"",""10026"",""20050"",""20027"",""20044"",""20016"",""10027"",""10025""]",1,0,1
"[""20028"",""20027"",""10028"",""20048"",""20041"",""20044"",""20043"",""20050"",""10027"",""20034"",""20026"",""20014""]",2,0,2
"[""20028"",""20030"",""20048"",""20050"",""10030"",""10035"",""10043"",""10028"",""20044"",""20011"",""20016"",""10034""]",1,0,1
"[""20028"",""20036"",""20035"",""20014"",""20034"",""10019"",""20038"",""20046"",""10028"",""20026"",""20051"",""20044""]",1,0,1
"[""20028"",""20038"",""20024"",""20036"",""20011"",""20026"",""20034"",""20037"",""20016"",""20050"",""10027"",""10028""]",2,0,2
"[""20028"",""20038"",""20043"",""20036"",""20011"",""20026"",""20034"",""20032"",""20016"",""20014"",""10027"",""10028""]",1,1,0
"[""20028"",""20042"",""20048"",""20050"",""10030"",""10042"",""10043"",""10028"",""20044"",""20011"",""20016"",""10034""]",1,0,1
"[""20028"",""20046"",""20047"",""20024"",""10027"",""10028"",""20044"",""20034"",""20026"",""20014"",""20038"",""10035""]",1,1,0
"[""20028"",""20047"",""20037"",""20016"",""20018"",""10028"",""10012"",""20026"",""20038"",""10027"",""20036"",""20021""]",4,4,0
"[""20028"",""20050"",""20042"",""10042"",""20049"",""10021"",""20037"",""20026"",""10030"",""20048"",""10015"",""20011""]",1,0,1
"[""20029"",""10044"",""10028"",""20048"",""20043"",""10043"",""10042"",""20026"",""20033"",""10038"",""10012"",""10035""]",1,0,1
"[""20029"",""20016"",""20050"",""20048"",""20032"",""20030"",""20015"",""10028"",""20026"",""10015"",""10013"",""10043""]",1,1,0
"[""20029"",""20016"",""20050"",""20048"",""20032"",""20030"",""20043"",""10028"",""20026"",""10015"",""10013"",""10043""]",1,0,1
"[""20029"",""20022"",""20031"",""10026"",""20046"",""10028"",""10020"",""20044"",""20043"",""20026"",""10027"",""20048""]",1,1,0
"[""20029"",""20026"",""20030"",""20031"",""20033"",""20036"",""20048"",""20044"",""10034"",""10035"",""10037"",""10041""]",3,3,0
"[""20029"",""20026"",""20036"",""20035"",""10030"",""20033"",""10023"",""20050"",""20048"",""10015"",""20030"",""10016""]",1,0,1
"[""20029"",""20050"",""20043"",""10016"",""10023"",""10027"",""20026"",""20042"",""10030"",""10042"",""10024"",""20048""]",1,0,1
"[""20030"",""10013"",""10028"",""10010"",""20048"",""20016"",""20026"",""20029"",""20014"",""20034"",""20050"",""20043""]",2,1,1
"[""20030"",""10020"",""10038"",""20036"",""20043"",""10018"",""20016"",""20042"",""20044"",""20048"",""20017"",""10044""]",3,1,2
"[""20030"",""10028"",""20016"",""20029"",""20044"",""20050"",""10021"",""10030"",""10027"",""20048"",""10031"",""20040""]",1,0,1
"[""20030"",""10031"",""10028"",""20043"",""20048"",""20050"",""20033"",""10023"",""10018"",""10030"",""10045"",""20026""]",1,0,1
"[""20030"",""10031"",""10028"",""20043"",""20048"",""20050"",""20033"",""10023"",""20042"",""10030"",""10045"",""20026""]",1,0,1
"[""20030"",""10041"",""10032"",""20011"",""20016"",""10017"",""20048"",""20043"",""10018"",""10023"",""10030"",""20042""]",1,0,1
"[""20030"",""20011"",""10020"",""10038"",""10044"",""20050"",""10031"",""10028"",""20042"",""10030"",""20033"",""20048""]",1,0,1
"[""20030"",""20016"",""20029"",""20011"",""10028"",""20048"",""20044"",""20031"",""10030"",""10037"",""10038"",""10035""]",1,0,1
"[""20030"",""20027"",""20047"",""10023"",""20029"",""20048"",""20050"",""20044"",""10030"",""20036"",""20033"",""20026""]",1,0,1
"[""20030"",""20032"",""10028"",""20049"",""20050"",""20048"",""20043"",""10043"",""10042"",""20011"",""20016"",""10041""]",1,0,1
"[""20030"",""20032"",""20047"",""20028"",""20029"",""20050"",""20048"",""20044"",""20035"",""20033"",""20011"",""20025""]",1,0,1
"[""20030"",""20036"",""20028"",""20037"",""20043"",""20048"",""20044"",""20050"",""20026"",""20034"",""20033"",""10045""]",1,0,1
"[""20030"",""20044"",""10032"",""10043"",""10038"",""10040"",""20020"",""20019"",""20031"",""20029"",""20050"",""20048""]",1,0,1
"[""20030"",""20044"",""10045"",""10018"",""20043"",""20050"",""10028"",""20037"",""20041"",""20011"",""20047"",""20029""]",2,0,2
"[""20030"",""20044"",""20037"",""20036"",""20043"",""20025"",""10028"",""20034"",""20026"",""10019"",""20047"",""20038""]",1,0,1
"[""20030"",""20047"",""20012"",""20043"",""20044"",""10045"",""10027"",""20036"",""10019"",""20026"",""20017"",""20037""]",1,0,1
"[""20030"",""20047"",""20044"",""20048"",""20017"",""20036"",""20039"",""20043"",""20037"",""20028"",""10031"",""20029""]",6,2,4
"[""20030"",""20047"",""20044"",""20048"",""20017"",""20036"",""20039"",""20043"",""20037"",""20028"",""20033"",""20029""]",2,1,1
"[""20030"",""20047"",""20044"",""20048"",""20050"",""20036"",""20039"",""20043"",""20037"",""20028"",""20032"",""20029""]",4,2,2
"[""20030"",""20047"",""20044"",""20048"",""20050"",""20036"",""20039"",""20043"",""20037"",""20028"",""20032"",""20041""]",2,2,0
