,cards,battlenum,winnum,losenum,newCards,newCardsName
8182,"[""20044"",""20047"",""20018"",""10028"",""20011"",""20036"",""20037"",""20050"",""20014"",""20034"",""10027"",""20028""]",2,2,0,"[10027, 10028, 20011, 20014, 20018, 20028, 20034, 20036, 20037, 20044, 20047, 20050]","['牛奶 银河', '羽毛球 拉丽', '魅惑', '见证我！', '引导', '冰冻炸弹', '补水计划', '巨雷枪', '投石支援', '胡乱抓挠', '临摹', '海浪冲击']"
8183,"[""20044"",""20047"",""20021"",""10028"",""20011"",""20036"",""20037"",""20018"",""20014"",""20034"",""10027"",""20028""]",7,6,1,"[10027, 10028, 20011, 20014, 20018, 20021, 20028, 20034, 20036, 20037, 20044, 20047]","['牛奶 银河', '羽毛球 拉丽', '魅惑', '见证我！', '引导', '精准引导', '冰冻炸弹', '补水计划', '巨雷枪', '投石支援', '胡乱抓挠', '临摹']"
8184,"[""20044"",""20047"",""20021"",""10028"",""20011"",""20036"",""20037"",""20046"",""20014"",""20034"",""10027"",""20028""]",4,3,1,"[10027, 10028, 20011, 20014, 20021, 20028, 20034, 20036, 20037, 20044, 20046, 20047]","['牛奶 银河', '羽毛球 拉丽', '魅惑', '见证我！', '精准引导', '冰冻炸弹', '补水计划', '巨雷枪', '投石支援', '胡乱抓挠', '重新出发', '临摹']"
8185,"[""20044"",""20048"",""20026"",""10023"",""10021"",""10030"",""10028"",""10042"",""10026"",""10010"",""10037"",""20036""]",2,0,2,"[10010, 10021, 10023, 10026, 10028, 10030, 10037, 10042, 20026, 20036, 20044, 20048]","['电吉他 和鸣', '铅笔 追忆', '牙膏 露洁', '爆米花 米莉', '羽毛球 拉丽', '鼠标 点点', '红汽水 浅浅', '刀 藏锋', '风暴针刺', '巨雷枪', '胡乱抓挠', '超电磁炮']"
8186,"[""20044"",""20048"",""20026"",""20042"",""10021"",""10030"",""10028"",""10042"",""10026"",""10035"",""10037"",""10032""]",3,3,0,"[10021, 10026, 10028, 10030, 10032, 10035, 10037, 10042, 20026, 20042, 20044, 20048]","['铅笔 追忆', '爆米花 米莉', '羽毛球 拉丽', '鼠标 点点', '自行车 闪电', '纯净水 浅浅', '红汽水 浅浅', '刀 藏锋', '风暴针刺', '协力攻击', '胡乱抓挠', '超电磁炮']"
8187,"[""20044"",""20048"",""20026"",""20042"",""10021"",""10030"",""10028"",""10042"",""10026"",""20014"",""10037"",""10032""]",1,0,1,"[10021, 10026, 10028, 10030, 10032, 10037, 10042, 20014, 20026, 20042, 20044, 20048]","['铅笔 追忆', '爆米花 米莉', '羽毛球 拉丽', '鼠标 点点', '自行车 闪电', '红汽水 浅浅', '刀 藏锋', '见证我！', '风暴针刺', '协力攻击', '胡乱抓挠', '超电磁炮']"
8188,"[""20044"",""20048"",""20026"",""20042"",""10021"",""10030"",""10028"",""10042"",""10026"",""20014"",""10037"",""20036""]",2,1,1,"[10021, 10026, 10028, 10030, 10037, 10042, 20014, 20026, 20036, 20042, 20044, 20048]","['铅笔 追忆', '爆米花 米莉', '羽毛球 拉丽', '鼠标 点点', '红汽水 浅浅', '刀 藏锋', '见证我！', '风暴针刺', '巨雷枪', '协力攻击', '胡乱抓挠', '超电磁炮']"
8189,"[""20044"",""20048"",""20050"",""10015"",""10030"",""20026"",""10021"",""10028"",""10017"",""10037"",""10038"",""10035""]",1,1,0,"[10015, 10017, 10021, 10028, 10030, 10035, 10037, 10038, 20026, 20044, 20048, 20050]","['留声机 回音', '电池 欧姆', '铅笔 追忆', '羽毛球 拉丽', '鼠标 点点', '纯净水 浅浅', '红汽水 浅浅', '红汽水 满满', '风暴针刺', '胡乱抓挠', '超电磁炮', '海浪冲击']"
8190,"[""20044"",""20048"",""20050"",""20026"",""20016"",""20043"",""10030"",""10021"",""10015"",""10018"",""10017"",""10028""]",3,1,2,"[10015, 10017, 10018, 10021, 10028, 10030, 20016, 20026, 20043, 20044, 20048, 20050]","['留声机 回音', '电池 欧姆', '萨克斯 莉莉', '铅笔 追忆', '羽毛球 拉丽', '鼠标 点点', '引力炸弹', '风暴针刺', '爆裂药瓶', '胡乱抓挠', '超电磁炮', '海浪冲击']"
8191,"[""20044"",""20048"",""20050"",""20026"",""20016"",""20043"",""10030"",""10021"",""10042"",""10018"",""10017"",""10028""]",1,1,0,"[10017, 10018, 10021, 10028, 10030, 10042, 20016, 20026, 20043, 20044, 20048, 20050]","['电池 欧姆', '萨克斯 莉莉', '铅笔 追忆', '羽毛球 拉丽', '鼠标 点点', '刀 藏锋', '引力炸弹', '风暴针刺', '爆裂药瓶', '胡乱抓挠', '超电磁炮', '海浪冲击']"
8192,"[""20044"",""20048"",""20050"",""20026"",""20033"",""20043"",""10030"",""10021"",""10034"",""10018"",""10013"",""10028""]",1,0,1,"[10013, 10018, 10021, 10028, 10030, 10034, 20026, 20033, 20043, 20044, 20048, 20050]","['雨伞 守心', '萨克斯 莉莉', '铅笔 追忆', '羽毛球 拉丽', '鼠标 点点', '剪刀 刺痛', '风暴针刺', '全力滋水', '爆裂药瓶', '胡乱抓挠', '超电磁炮', '海浪冲击']"
8193,"[""20044"",""20048"",""20050"",""20026"",""20033"",""20043"",""10030"",""10021"",""10034"",""10018"",""10017"",""10028""]",2,1,1,"[10017, 10018, 10021, 10028, 10030, 10034, 20026, 20033, 20043, 20044, 20048, 20050]","['电池 欧姆', '萨克斯 莉莉', '铅笔 追忆', '羽毛球 拉丽', '鼠标 点点', '剪刀 刺痛', '风暴针刺', '全力滋水', '爆裂药瓶', '胡乱抓挠', '超电磁炮', '海浪冲击']"
8194,"[""20044"",""20048"",""20050"",""20026"",""20033"",""20043"",""10030"",""10021"",""10034"",""10018"",""10046"",""10028""]",2,0,2,"[10018, 10021, 10028, 10030, 10034, 10046, 20026, 20033, 20043, 20044, 20048, 20050]","['萨克斯 莉莉', '铅笔 追忆', '羽毛球 拉丽', '鼠标 点点', '剪刀 刺痛', '啤酒瓶 破碎', '风暴针刺', '全力滋水', '爆裂药瓶', '胡乱抓挠', '超电磁炮', '海浪冲击']"
8195,"[""20044"",""20048"",""20050"",""20026"",""20033"",""20043"",""10030"",""10021"",""10034"",""10018"",""20034"",""10028""]",3,1,2,"[10018, 10021, 10028, 10030, 10034, 20026, 20033, 20034, 20043, 20044, 20048, 20050]","['萨克斯 莉莉', '铅笔 追忆', '羽毛球 拉丽', '鼠标 点点', '剪刀 刺痛', '风暴针刺', '全力滋水', '补水计划', '爆裂药瓶', '胡乱抓挠', '超电磁炮', '海浪冲击']"
8196,"[""20044"",""20048"",""20050"",""20026"",""20033"",""20043"",""10030"",""20038"",""10034"",""10018"",""20034"",""10028""]",2,0,2,"[10018, 10028, 10030, 10034, 20026, 20033, 20034, 20038, 20043, 20044, 20048, 20050]","['萨克斯 莉莉', '羽毛球 拉丽', '鼠标 点点', '剪刀 刺痛', '风暴针刺', '全力滋水', '补水计划', '飞砖', '爆裂药瓶', '胡乱抓挠', '超电磁炮', '海浪冲击']"
8197,"[""20044"",""20048"",""20050"",""20026"",""20033"",""20043"",""10030"",""20049"",""10034"",""10018"",""20034"",""10028""]",4,2,2,"[10018, 10028, 10030, 10034, 20026, 20033, 20034, 20043, 20044, 20048, 20049, 20050]","['萨克斯 莉莉', '羽毛球 拉丽', '鼠标 点点', '剪刀 刺痛', '风暴针刺', '全力滋水', '补水计划', '爆裂药瓶', '胡乱抓挠', '超电磁炮', '尖刺墙', '海浪冲击']"
8198,"[""20044"",""20048"",""20050"",""20043"",""20016"",""10028"",""20026"",""10030"",""20033"",""10042"",""10043"",""10010""]",1,0,1,"[10010, 10028, 10030, 10042, 10043, 20016, 20026, 20033, 20043, 20044, 20048, 20050]","['电吉他 和鸣', '羽毛球 拉丽', '鼠标 点点', '刀 藏锋', '刀 百炼', '引力炸弹', '风暴针刺', '全力滋水', '爆裂药瓶', '胡乱抓挠', '超电磁炮', '海浪冲击']"
8199,"[""20044"",""20050"",""10014"",""10023"",""10043"",""20043"",""10030"",""10028"",""20026"",""10010"",""20048"",""10039""]",2,2,0,"[10010, 10014, 10023, 10028, 10030, 10039, 10043, 20026, 20043, 20044, 20048, 20050]","['电吉他 和鸣', '茶壶 灵愈', '牙膏 露洁', '羽毛球 拉丽', '鼠标 点点', '绿汽水 浅浅', '刀 百炼', '风暴针刺', '爆裂药瓶', '胡乱抓挠', '超电磁炮', '海浪冲击']"
8200,"[""20045"",""10045"",""10029"",""20015"",""20024"",""10043"",""10031"",""10028"",""20034"",""10027"",""10025"",""20016""]",1,0,1,"[10025, 10027, 10028, 10029, 10031, 10043, 10045, 20015, 20016, 20024, 20034, 20045]","['电池 伏特', '牛奶 银河', '羽毛球 拉丽', '姨妈巾 玫瑰', '注射器 针妮', '刀 百炼', '盔甲 怀抱', '英勇祝福', '引力炸弹', '裂地斩', '补水计划', '接力']"
8201,"[""20045"",""10045"",""20047"",""20014"",""10023"",""20034"",""20026"",""10015"",""10028"",""20010"",""10024"",""20050""]",1,0,1,"[10015, 10023, 10024, 10028, 10045, 20010, 20014, 20026, 20034, 20045, 20047, 20050]","['留声机 回音', '牙膏 露洁', '书 幻梦', '羽毛球 拉丽', '盔甲 怀抱', '有丝分裂', '见证我！', '风暴针刺', '补水计划', '接力', '临摹', '海浪冲击']"
8202,"[""20045"",""20034"",""10010"",""20026"",""20016"",""20036"",""20035"",""20050"",""10031"",""10028"",""10023"",""20047""]",1,0,1,"[10010, 10023, 10028, 10031, 20016, 20026, 20034, 20035, 20036, 20045, 20047, 20050]","['电吉他 和鸣', '牙膏 露洁', '羽毛球 拉丽', '注射器 针妮', '引力炸弹', '风暴针刺', '补水计划', '冰霜新星', '巨雷枪', '接力', '临摹', '海浪冲击']"
8203,"[""20045"",""20048"",""20042"",""20026"",""10028"",""10030"",""10037"",""10026"",""10010"",""10038"",""20043"",""20049""]",3,0,3,"[10010, 10026, 10028, 10030, 10037, 10038, 20026, 20042, 20043, 20045, 20048, 20049]","['电吉他 和鸣', '爆米花 米莉', '羽毛球 拉丽', '鼠标 点点', '红汽水 浅浅', '红汽水 满满', '风暴针刺', '协力攻击', '爆裂药瓶', '接力', '超电磁炮', '尖刺墙']"
8204,"[""20045"",""20049"",""10022"",""10028"",""10031"",""20016"",""10043"",""10023"",""10045"",""20043"",""20050"",""10024""]",1,0,1,"[10022, 10023, 10024, 10028, 10031, 10043, 10045, 20016, 20043, 20045, 20049, 20050]","['橡皮 忘怀', '牙膏 露洁', '书 幻梦', '羽毛球 拉丽', '注射器 针妮', '刀 百炼', '盔甲 怀抱', '引力炸弹', '爆裂药瓶', '接力', '尖刺墙', '海浪冲击']"
8205,"[""20045"",""20049"",""10035"",""10028"",""10031"",""10037"",""10026"",""10023"",""20027"",""10039"",""20050"",""10024""]",1,0,1,"[10023, 10024, 10026, 10028, 10031, 10035, 10037, 10039, 20027, 20045, 20049, 20050]","['牙膏 露洁', '书 幻梦', '爆米花 米莉', '羽毛球 拉丽', '注射器 针妮', '纯净水 浅浅', '红汽水 浅浅', '绿汽水 浅浅', '嗜血杀戮', '接力', '尖刺墙', '海浪冲击']"
8206,"[""20045"",""20049"",""10035"",""10028"",""10031"",""10037"",""10026"",""10023"",""20027"",""20043"",""20050"",""10024""]",1,1,0,"[10023, 10024, 10026, 10028, 10031, 10035, 10037, 20027, 20043, 20045, 20049, 20050]","['牙膏 露洁', '书 幻梦', '爆米花 米莉', '羽毛球 拉丽', '注射器 针妮', '纯净水 浅浅', '红汽水 浅浅', '嗜血杀戮', '爆裂药瓶', '接力', '尖刺墙', '海浪冲击']"
8207,"[""20045"",""20049"",""10035"",""10028"",""10031"",""10037"",""10043"",""10023"",""10045"",""20043"",""20050"",""10024""]",1,0,1,"[10023, 10024, 10028, 10031, 10035, 10037, 10043, 10045, 20043, 20045, 20049, 20050]","['牙膏 露洁', '书 幻梦', '羽毛球 拉丽', '注射器 针妮', '纯净水 浅浅', '红汽水 浅浅', '刀 百炼', '盔甲 怀抱', '爆裂药瓶', '接力', '尖刺墙', '海浪冲击']"
8208,"[""20045"",""20049"",""10035"",""10028"",""10031"",""20022"",""10026"",""10023"",""20027"",""10014"",""20050"",""20016""]",2,2,0,"[10014, 10023, 10026, 10028, 10031, 10035, 20016, 20022, 20027, 20045, 20049, 20050]","['茶壶 灵愈', '牙膏 露洁', '爆米花 米莉', '羽毛球 拉丽', '注射器 针妮', '纯净水 浅浅', '引力炸弹', '蓄力', '嗜血杀戮', '接力', '尖刺墙', '海浪冲击']"
8209,"[""20045"",""20049"",""10035"",""10028"",""10031"",""20022"",""10026"",""10023"",""20027"",""10014"",""20050"",""20024""]",1,0,1,"[10014, 10023, 10026, 10028, 10031, 10035, 20022, 20024, 20027, 20045, 20049, 20050]","['茶壶 灵愈', '牙膏 露洁', '爆米花 米莉', '羽毛球 拉丽', '注射器 针妮', '纯净水 浅浅', '蓄力', '裂地斩', '嗜血杀戮', '接力', '尖刺墙', '海浪冲击']"
8210,"[""20045"",""20049"",""10035"",""10028"",""10031"",""20022"",""10026"",""10023"",""20027"",""10014"",""20050"",""20047""]",2,1,1,"[10014, 10023, 10026, 10028, 10031, 10035, 20022, 20027, 20045, 20047, 20049, 20050]","['茶壶 灵愈', '牙膏 露洁', '爆米花 米莉', '羽毛球 拉丽', '注射器 针妮', '纯净水 浅浅', '蓄力', '嗜血杀戮', '接力', '临摹', '尖刺墙', '海浪冲击']"
8211,"[""20045"",""20049"",""10035"",""10028"",""10031"",""20022"",""10026"",""10023"",""20027"",""10039"",""20050"",""10024""]",3,0,3,"[10023, 10024, 10026, 10028, 10031, 10035, 10039, 20022, 20027, 20045, 20049, 20050]","['牙膏 露洁', '书 幻梦', '爆米花 米莉', '羽毛球 拉丽', '注射器 针妮', '纯净水 浅浅', '绿汽水 浅浅', '蓄力', '嗜血杀戮', '接力', '尖刺墙', '海浪冲击']"
8212,"[""20045"",""20049"",""10035"",""10028"",""10031"",""20022"",""10026"",""10023"",""20027"",""10039"",""20050"",""20047""]",7,4,3,"[10023, 10026, 10028, 10031, 10035, 10039, 20022, 20027, 20045, 20047, 20049, 20050]","['牙膏 露洁', '爆米花 米莉', '羽毛球 拉丽', '注射器 针妮', '纯净水 浅浅', '绿汽水 浅浅', '蓄力', '嗜血杀戮', '接力', '临摹', '尖刺墙', '海浪冲击']"
8213,"[""20046"",""10010"",""10026"",""20014"",""20024"",""20047"",""10014"",""10028"",""20050"",""20026"",""20034"",""20036""]",3,1,2,"[10010, 10014, 10026, 10028, 20014, 20024, 20026, 20034, 20036, 20046, 20047, 20050]","['电吉他 和鸣', '茶壶 灵愈', '爆米花 米莉', '羽毛球 拉丽', '见证我！', '裂地斩', '风暴针刺', '补水计划', '巨雷枪', '重新出发', '临摹', '海浪冲击']"
8214,"[""20046"",""10010"",""10026"",""20049"",""10014"",""20016"",""20034"",""20014"",""20050"",""20043"",""10044"",""20036""]",1,0,1,"[10010, 10014, 10026, 10044, 20014, 20016, 20034, 20036, 20043, 20046, 20049, 20050]","['电吉他 和鸣', '茶壶 灵愈', '爆米花 米莉', '煤油灯 流露', '见证我！', '引力炸弹', '补水计划', '巨雷枪', '爆裂药瓶', '重新出发', '尖刺墙', '海浪冲击']"
8215,"[""20046"",""10010"",""10028"",""20036"",""10030"",""10017"",""20011"",""10026"",""10021"",""20018"",""10014"",""20048""]",3,2,1,"[10010, 10014, 10017, 10021, 10026, 10028, 10030, 20011, 20018, 20036, 20046, 20048]","['电吉他 和鸣', '茶壶 灵愈', '电池 欧姆', '铅笔 追忆', '爆米花 米莉', '羽毛球 拉丽', '鼠标 点点', '魅惑', '引导', '巨雷枪', '重新出发', '超电磁炮']"
8216,"[""20046"",""10010"",""20010"",""20011"",""10028"",""10045"",""10030"",""20014"",""20036"",""10013"",""10041"",""20034""]",1,0,1,"[10010, 10013, 10028, 10030, 10041, 10045, 20010, 20011, 20014, 20034, 20036, 20046]","['电吉他 和鸣', '雨伞 守心', '羽毛球 拉丽', '鼠标 点点', '肥皂 滑滑', '盔甲 怀抱', '有丝分裂', '魅惑', '见证我！', '补水计划', '巨雷枪', '重新出发']"
8217,"[""20046"",""10010"",""20010"",""20014"",""20036"",""20034"",""20026"",""10028"",""10031"",""20016"",""10023"",""10030""]",1,0,1,"[10010, 10023, 10028, 10030, 10031, 20010, 20014, 20016, 20026, 20034, 20036, 20046]","['电吉他 和鸣', '牙膏 露洁', '羽毛球 拉丽', '鼠标 点点', '注射器 针妮', '有丝分裂', '见证我！', '引力炸弹', '风暴针刺', '补水计划', '巨雷枪', '重新出发']"
8218,"[""20046"",""10010"",""20010"",""20014"",""20036"",""20034"",""20026"",""10028"",""10035"",""20016"",""10023"",""10030""]",1,0,1,"[10010, 10023, 10028, 10030, 10035, 20010, 20014, 20016, 20026, 20034, 20036, 20046]","['电吉他 和鸣', '牙膏 露洁', '羽毛球 拉丽', '鼠标 点点', '纯净水 浅浅', '有丝分裂', '见证我！', '引力炸弹', '风暴针刺', '补水计划', '巨雷枪', '重新出发']"
8219,"[""20046"",""10010"",""20010"",""20025"",""20024"",""10022"",""20026"",""10028"",""10031"",""20016"",""10023"",""10030""]",1,0,1,"[10010, 10022, 10023, 10028, 10030, 10031, 20010, 20016, 20024, 20025, 20026, 20046]","['电吉他 和鸣', '橡皮 忘怀', '牙膏 露洁', '羽毛球 拉丽', '鼠标 点点', '注射器 针妮', '有丝分裂', '引力炸弹', '裂地斩', '修建工事', '风暴针刺', '重新出发']"
8220,"[""20046"",""10010"",""20022"",""20010"",""20027"",""20047"",""10028"",""10023"",""20049"",""20011"",""20050"",""20026""]",1,0,1,"[10010, 10023, 10028, 20010, 20011, 20022, 20026, 20027, 20046, 20047, 20049, 20050]","['电吉他 和鸣', '牙膏 露洁', '羽毛球 拉丽', '有丝分裂', '魅惑', '蓄力', '风暴针刺', '嗜血杀戮', '重新出发', '临摹', '尖刺墙', '海浪冲击']"
8221,"[""20046"",""10010"",""20038"",""20010"",""20024"",""20027"",""20047"",""10028"",""20014"",""20034"",""20039"",""20050""]",2,0,2,"[10010, 10028, 20010, 20014, 20024, 20027, 20034, 20038, 20039, 20046, 20047, 20050]","['电吉他 和鸣', '羽毛球 拉丽', '有丝分裂', '见证我！', '裂地斩', '嗜血杀戮', '补水计划', '飞砖', '战术核武', '重新出发', '临摹', '海浪冲击']"
8222,"[""20046"",""10012"",""10041"",""10021"",""10025"",""10028"",""20048"",""10030"",""10019"",""10016"",""20026"",""20011""]",1,0,1,"[10012, 10016, 10019, 10021, 10025, 10028, 10030, 10041, 20011, 20026, 20046, 20048]","['摩托 赤狸', '电扇 彩虹', '电池 焦耳', '铅笔 追忆', '电池 伏特', '羽毛球 拉丽', '鼠标 点点', '肥皂 滑滑', '魅惑', '风暴针刺', '重新出发', '超电磁炮']"
8223,"[""20046"",""10013"",""10014"",""10028"",""20026"",""10027"",""10015"",""20043"",""20016"",""10026"",""10024"",""20050""]",2,1,1,"[10013, 10014, 10015, 10024, 10026, 10027, 10028, 20016, 20026, 20043, 20046, 20050]","['雨伞 守心', '茶壶 灵愈', '留声机 回音', '书 幻梦', '爆米花 米莉', '牛奶 银河', '羽毛球 拉丽', '引力炸弹', '风暴针刺', '爆裂药瓶', '重新出发', '海浪冲击']"
8224,"[""20046"",""10013"",""10014"",""10028"",""20026"",""10027"",""20028"",""20043"",""20016"",""10026"",""10024"",""20050""]",1,0,1,"[10013, 10014, 10024, 10026, 10027, 10028, 20016, 20026, 20028, 20043, 20046, 20050]","['雨伞 守心', '茶壶 灵愈', '书 幻梦', '爆米花 米莉', '牛奶 银河', '羽毛球 拉丽', '引力炸弹', '风暴针刺', '冰冻炸弹', '爆裂药瓶', '重新出发', '海浪冲击']"
8225,"[""20046"",""10013"",""10014"",""10028"",""20026"",""10027"",""20037"",""20043"",""20016"",""10026"",""10024"",""20050""]",1,1,0,"[10013, 10014, 10024, 10026, 10027, 10028, 20016, 20026, 20037, 20043, 20046, 20050]","['雨伞 守心', '茶壶 灵愈', '书 幻梦', '爆米花 米莉', '牛奶 银河', '羽毛球 拉丽', '引力炸弹', '风暴针刺', '投石支援', '爆裂药瓶', '重新出发', '海浪冲击']"
8226,"[""20046"",""10013"",""10014"",""10028"",""20026"",""10027"",""20047"",""20043"",""20016"",""10026"",""10010"",""20050""]",1,0,1,"[10010, 10013, 10014, 10026, 10027, 10028, 20016, 20026, 20043, 20046, 20047, 20050]","['电吉他 和鸣', '雨伞 守心', '茶壶 灵愈', '爆米花 米莉', '牛奶 银河', '羽毛球 拉丽', '引力炸弹', '风暴针刺', '爆裂药瓶', '重新出发', '临摹', '海浪冲击']"
8227,"[""20046"",""10013"",""10014"",""10028"",""20026"",""10027"",""20048"",""20043"",""20016"",""10026"",""10024"",""20050""]",1,1,0,"[10013, 10014, 10024, 10026, 10027, 10028, 20016, 20026, 20043, 20046, 20048, 20050]","['雨伞 守心', '茶壶 灵愈', '书 幻梦', '爆米花 米莉', '牛奶 银河', '羽毛球 拉丽', '引力炸弹', '风暴针刺', '爆裂药瓶', '重新出发', '超电磁炮', '海浪冲击']"
8228,"[""20046"",""10013"",""10017"",""10028"",""10024"",""10043"",""20026"",""10021"",""10030"",""20050"",""20043"",""20025""]",1,0,1,"[10013, 10017, 10021, 10024, 10028, 10030, 10043, 20025, 20026, 20043, 20046, 20050]","['雨伞 守心', '电池 欧姆', '铅笔 追忆', '书 幻梦', '羽毛球 拉丽', '鼠标 点点', '刀 百炼', '修建工事', '风暴针刺', '爆裂药瓶', '重新出发', '海浪冲击']"
8229,"[""20046"",""10013"",""10017"",""10028"",""10024"",""10043"",""20026"",""10021"",""10030"",""20050"",""20051"",""10027""]",1,0,1,"[10013, 10017, 10021, 10024, 10027, 10028, 10030, 10043, 20026, 20046, 20050, 20051]","['雨伞 守心', '电池 欧姆', '铅笔 追忆', '书 幻梦', '牛奶 银河', '羽毛球 拉丽', '鼠标 点点', '刀 百炼', '风暴针刺', '重新出发', '海浪冲击', '修建阵地']"
8230,"[""20046"",""10013"",""10026"",""10015"",""20047"",""20045"",""20036"",""10014"",""10022"",""20050"",""10023"",""10027""]",2,2,0,"[10013, 10014, 10015, 10022, 10023, 10026, 10027, 20036, 20045, 20046, 20047, 20050]","['雨伞 守心', '茶壶 灵愈', '留声机 回音', '橡皮 忘怀', '牙膏 露洁', '爆米花 米莉', '牛奶 银河', '巨雷枪', '接力', '重新出发', '临摹', '海浪冲击']"
8231,"[""20046"",""10013"",""10028"",""20034"",""10017"",""20026"",""10019"",""10021"",""10030"",""20036"",""20016"",""10024""]",1,0,1,"[10013, 10017, 10019, 10021, 10024, 10028, 10030, 20016, 20026, 20034, 20036, 20046]","['雨伞 守心', '电池 欧姆', '电池 焦耳', '铅笔 追忆', '书 幻梦', '羽毛球 拉丽', '鼠标 点点', '引力炸弹', '风暴针刺', '补水计划', '巨雷枪', '重新出发']"
8232,"[""20046"",""10013"",""10039"",""10028"",""10017"",""20025"",""10027"",""10021"",""10030"",""10043"",""10024"",""20026""]",1,0,1,"[10013, 10017, 10021, 10024, 10027, 10028, 10030, 10039, 10043, 20025, 20026, 20046]","['雨伞 守心', '电池 欧姆', '铅笔 追忆', '书 幻梦', '牛奶 银河', '羽毛球 拉丽', '鼠标 点点', '绿汽水 浅浅', '刀 百炼', '修建工事', '风暴针刺', '重新出发']"
8233,"[""20046"",""10013"",""10039"",""10028"",""10017"",""20025"",""20043"",""10021"",""10030"",""10043"",""10024"",""20026""]",1,0,1,"[10013, 10017, 10021, 10024, 10028, 10030, 10039, 10043, 20025, 20026, 20043, 20046]","['雨伞 守心', '电池 欧姆', '铅笔 追忆', '书 幻梦', '羽毛球 拉丽', '鼠标 点点', '绿汽水 浅浅', '刀 百炼', '修建工事', '风暴针刺', '爆裂药瓶', '重新出发']"
8234,"[""20046"",""10013"",""20022"",""10025"",""20047"",""20014"",""20034"",""20044"",""10028"",""20036"",""10011"",""20024""]",1,1,0,"[10011, 10013, 10025, 10028, 20014, 20022, 20024, 20034, 20036, 20044, 20046, 20047]","['纸巾 缠缠', '雨伞 守心', '电池 伏特', '羽毛球 拉丽', '见证我！', '蓄力', '裂地斩', '补水计划', '巨雷枪', '胡乱抓挠', '重新出发', '临摹']"
8235,"[""20046"",""10013"",""20022"",""10025"",""20047"",""20014"",""20034"",""20044"",""10028"",""20036"",""20016"",""20024""]",1,1,0,"[10013, 10025, 10028, 20014, 20016, 20022, 20024, 20034, 20036, 20044, 20046, 20047]","['雨伞 守心', '电池 伏特', '羽毛球 拉丽', '见证我！', '引力炸弹', '蓄力', '裂地斩', '补水计划', '巨雷枪', '胡乱抓挠', '重新出发', '临摹']"
8236,"[""20046"",""10013"",""20022"",""20028"",""20047"",""10027"",""20034"",""20044"",""10028"",""20048"",""20016"",""20024""]",1,0,1,"[10013, 10027, 10028, 20016, 20022, 20024, 20028, 20034, 20044, 20046, 20047, 20048]","['雨伞 守心', '牛奶 银河', '羽毛球 拉丽', '引力炸弹', '蓄力', '裂地斩', '冰冻炸弹', '补水计划', '胡乱抓挠', '重新出发', '临摹', '超电磁炮']"
8237,"[""20046"",""10013"",""20024"",""10019"",""10015"",""10028"",""20016"",""10027"",""20034"",""20026"",""20011"",""20036""]",3,3,0,"[10013, 10015, 10019, 10027, 10028, 20011, 20016, 20024, 20026, 20034, 20036, 20046]","['雨伞 守心', '留声机 回音', '电池 焦耳', '牛奶 银河', '羽毛球 拉丽', '魅惑', '引力炸弹', '裂地斩', '风暴针刺', '补水计划', '巨雷枪', '重新出发']"
8238,"[""20046"",""10013"",""20024"",""10019"",""10026"",""10028"",""20016"",""10027"",""20034"",""20026"",""20011"",""20036""]",2,1,1,"[10013, 10019, 10026, 10027, 10028, 20011, 20016, 20024, 20026, 20034, 20036, 20046]","['雨伞 守心', '电池 焦耳', '爆米花 米莉', '牛奶 银河', '羽毛球 拉丽', '魅惑', '引力炸弹', '裂地斩', '风暴针刺', '补水计划', '巨雷枪', '重新出发']"
8239,"[""20046"",""10013"",""20024"",""20027"",""20051"",""10028"",""20016"",""10027"",""20034"",""20026"",""20039"",""20036""]",1,0,1,"[10013, 10027, 10028, 20016, 20024, 20026, 20027, 20034, 20036, 20039, 20046, 20051]","['雨伞 守心', '牛奶 银河', '羽毛球 拉丽', '引力炸弹', '裂地斩', '风暴针刺', '嗜血杀戮', '补水计划', '巨雷枪', '战术核武', '重新出发', '修建阵地']"
8240,"[""20046"",""10013"",""20024"",""20045"",""10017"",""10025"",""10028"",""20044"",""20013"",""10045"",""20026"",""20034""]",4,1,3,"[10013, 10017, 10025, 10028, 10045, 20013, 20024, 20026, 20034, 20044, 20045, 20046]","['雨伞 守心', '电池 欧姆', '电池 伏特', '羽毛球 拉丽', '盔甲 怀抱', '自制手雷', '裂地斩', '风暴针刺', '补水计划', '胡乱抓挠', '接力', '重新出发']"
8241,"[""20046"",""10013"",""20030"",""10027"",""10014"",""10026"",""20038"",""20048"",""20044"",""20042"",""20049"",""20050""]",1,1,0,"[10013, 10014, 10026, 10027, 20030, 20038, 20042, 20044, 20046, 20048, 20049, 20050]","['雨伞 守心', '茶壶 灵愈', '爆米花 米莉', '牛奶 银河', '雷枪', '飞砖', '协力攻击', '胡乱抓挠', '重新出发', '超电磁炮', '尖刺墙', '海浪冲击']"
8242,"[""20046"",""10013"",""20036"",""20028"",""10017"",""10025"",""10028"",""20044"",""20013"",""10045"",""20026"",""20034""]",4,1,3,"[10013, 10017, 10025, 10028, 10045, 20013, 20026, 20028, 20034, 20036, 20044, 20046]","['雨伞 守心', '电池 欧姆', '电池 伏特', '羽毛球 拉丽', '盔甲 怀抱', '自制手雷', '风暴针刺', '冰冻炸弹', '补水计划', '巨雷枪', '胡乱抓挠', '重新出发']"
